word,sum of current price,occurence
算好,1509140,1
入手到,1509140,1
刮掉,1509140,1
材料行,1509140,1
海賊王,1509140,1
主圖片,1509140,1
丢水,1509140,1
鋁合金陽,1509140,1
刮鬍,1509140,1
剃鬍,1509140,1
安全桿,1509140,1
惺松,1509140,1
利刀,1509140,1
帥醒,1509140,1
黃銅色,1509140,1
三年份,1509140,1
土豪,1509140,1
研究出來,1509140,1
握法,1509140,1
儀容,1509140,1
剷除,1509140,1
頭前溪,1509140,1
帶上,1509140,1
拆卸好,1509140,1
替換成,1509140,1
聯絡到,1509140,1
一年份,1509140,1
擠壓器,221300,1
牙膏器,221300,1
滅菌器,221300,1
放置區,221300,1
三道式,221300,1
肥皂架,221300,1
真空式,221300,1
低害,221300,1
葡萄珠菌,221300,1
清除率,221300,1
滅菌區,221300,1
預設為,221300,1
藍豆,18228,1
衛福部部,18228,1
中級,18228,1
桿菌群,18228,1
烘焙師,18228,1
鮮榨,18228,1
滋味物,18228,1
熱美式,18228,1
冰淇淋,18228,1
咖啡因,18228,1
總生菌數,18228,1
巧克力,18228,1
咖啡類,18228,1
蘋果醋,18228,1
茶奶,18228,1
優若乳,18228,1
技能獎,18228,1
收納進去,18228,1
大清早,18228,1
醇美,18228,1
貝雷帽,188200,1
舊物,188200,1
布塊,188200,1
永續價,188200,1
資訊卡,188200,1
深藍款,188200,1
衣標,188200,1
塑身衣,188200,1
零碎,188200,1
紡織業,188200,1
捐款額,188200,1
決心不下,188200,1
廢布,188200,1
點石成金,188200,1
禾永續,188200,1
概念服,188200,1
用別針,188200,1
嬉皮,188200,1
奔放感,188200,1
意軒,188200,1
搖滾魂,188200,1
抽皺,188200,1
荒荒,188200,1
獲得到,188200,1
貝雷,188200,1
圍有,188200,1
珠子,188200,1
張貝雷帽,188200,1
影印行,188200,1
素材庫,188200,1
家政課,188200,1
針線活,188200,1
穿針引線,188200,1
搞不定,188200,1
頂天立地,188200,1
參人行,188200,1
神秘款,188200,1
扣碼,188200,1
作品照,188200,1
場線,188200,1
穿搭照,188200,1
滿足不了,188200,1
特贈,188200,1
繼境為,188200,1
阿亮,1009480,1
美拍,1009480,1
光哥,1009480,1
陳志亮,1009480,1
林世光,1009480,1
拍贏,1009480,1
美食照,1009480,1
秘訣,1009480,1
哈根達斯,1009480,1
西門子,1009480,1
段線,1009480,1
亮暗,1009480,1
朋友圈,1009480,1
銷售力,1009480,1
盈創,1009480,1
富足家,1009480,1
學苑,1009480,1
舒藏,1009480,1
中關村,1009480,1
師資群,1009480,1
達人獎,1009480,1
自媒,1009480,1
亮拍,1009480,1
一竅不通,1009480,1
拍下來,1009480,1
拍起來,1009480,1
吉林路,1009480,1
松山路,1009480,1
一街,1009480,1
盛況,1009480,1
獨創出,1009480,1
賓士,1009480,1
華碩,1009480,1
內政,1009480,1
年經,1009480,1
金質獎,1009480,1
桃園區,1009480,1
飄香,1009480,1
心法,1009480,1
擺盤,1009480,1
秒殺,1009480,1
勝出,1009480,1
印刷廠,1009480,1
狗狗山,103442,1
張老師,103442,1
院子,103442,1
助福,103442,1
活動場,103442,1
圍籬,103442,1
肥料區,103442,1
面談,103442,1
貓屋,103442,1
太平貓屋,103442,1
園長,103442,1
宣達,103442,1
棟樑,103442,1
服務性,103442,1
隔離區,103442,1
發現到,103442,1
年久失修,103442,1
勘查,103442,1
喜怒哀樂,103442,1
高一,103442,1
打好,103442,1
眾生,103442,1
起到,103442,1
知名度,103442,1
積分,34800,1
圖庫,34800,1
有防,34800,1
斜放,34800,1
大呎寸,34800,1
频道,34800,1
梅雨季,34800,1
林祖,34800,1
背包耀,34800,1
後背筆,34800,1
不外顯,34800,1
換上去,34800,1
裝上去,34800,1
束條,34800,1
踏腳處,34800,1
內袋包,34800,1
建有,34800,1
行動電源線,34800,1
放手機,34800,1
穿出來,34800,1
領證,34800,1
劃面,34800,1
下載處,34800,1
紅框,34800,1
甜天,34800,1
魔界,34800,1
加藤,34800,1
廠商處,34800,1
兌換區,34800,1
凱尼斯,750,1
園地,750,1
自造所,750,1
發信人,750,1
用色紙,750,1
兩造,750,1
笑翻,750,1
禾亞,750,1
畫樂,750,1
蟹造,750,1
拼貼出,750,1
立起來,750,1
放輕鬆,750,1
綜觀,750,1
衰弱,750,1
抓取,750,1
唱盤,767200,1
主結構,767200,1
電聲,767200,1
維也納,767200,1
相連,767200,1
傳真,767200,1
前後級,767200,1
認可獎,767200,1
注塑,767200,1
砝碼,767200,1
集成到,767200,1
塵蓋,767200,1
尚馬,767200,1
唱片塾,767200,1
承材質,767200,1
唱臂長,767200,1
臂長,767200,1
懸垂,767200,1
音臂,767200,1
尋軌,767200,1
內附,767200,1
唱片墊,767200,1
分解圖,767200,1
清潔刷,767200,1
卻步,767200,1
捷克,767200,1
年期,767200,1
苦於,767200,1
營銷,767200,1
冰山,17650,1
王冠,17650,1
智高,17650,1
挑戰性,17650,1
智高桌遊,17650,1
下棋,17650,1
鐘鐘,17650,1
大小孩子,17650,1
策略力,17650,1
先手,17650,1
地圖卡,17650,1
做來,17650,1
地積木,17650,1
教育學,17650,1
丟出,17650,1
後手,17650,1
千千萬萬,17650,1
不在此限,17650,1
相鄰,17650,1
衍生出,17650,1
參閱,17650,1
爆炸,17650,1
反饋,17650,1
尼險,8350,1
控光,8350,1
近工,8350,1
棚拍,8350,1
肖像照,8350,1
飽和度,8350,1
模特兒,8350,1
寡言,8350,1
林粼莪,8350,1
肖像棚,8350,1
租棚,8350,1
攝明,8350,1
拍照出來,8350,1
討論到,8350,1
勿書,8350,1
機頂燈,8350,1
反光板,8350,1
棚燈,8350,1
不善,8350,1
半身,8350,1
多心,8350,1
信片組,8350,1
婚紗照,8350,1
交際,8350,1
看下去,8350,1
隱喻,8350,1
交融,8350,1
機緣,8350,1
發作,8350,1
室友,8350,1
現階段,8350,1
鏡子,8350,1
形容,8350,1
熱忱,8350,1
添購,8350,1
好幾,8350,1
提供給,8350,1
吸飽盒,1034835,1
刀叉,1034835,1
鄰苯二甲酸酯類,1034835,1
共聚聚脂,1034835,1
訊想,1034835,1
迷你刀,1034835,1
分食,1034835,1
請詳,1034835,1
發覺到,1034835,1
吸管盒,1034835,1
能摺,1034835,1
享食,1034835,1
無料,1034835,1
小食,1034835,1
戳膜刀,1034835,1
戳洗,1034835,1
石英礦,1034835,1
解熱,1034835,1
筆油墨,1034835,1
法雅客,1034835,1
附配件,1034835,1
收盒,1034835,1
不鏽鋼柄,1034835,1
定建,1034835,1
人國,1034835,1
法現,1034835,1
量士品,1034835,1
事國,1034835,1
膽包,168200,1
夾包,168200,1
用包,168200,1
綁卸,168200,1
壓花,168200,1
羽量級,168200,1
超頂尖,168200,1
行李拉桿,168200,1
護照卡,168200,1
黑出,168200,1
九字鉤,168200,1
旅行卡,168200,1
花包,168200,1
商務款,168200,1
隨用,168200,1
懸掛,168200,1
一支獨秀,168200,1
片本,168200,1
選配權,168200,1
百搭百用款,168200,1
商旅,168200,1
釋重負,168200,1
防盜釦,168200,1
肩背袋,168200,1
追款,168200,1
一背,168200,1
雙搭,168200,1
單背,168200,1
快包,168200,1
減壓綿,168200,1
健拉,168200,1
拉鍊包,168200,1
回護照,168200,1
扣拉鍊包,168200,1
壓花布,168200,1
扣卡,168200,1
超帥氣,168200,1
前蓋,168200,1
肩措,168200,1
側口袋,168200,1
保温杯,168200,1
拉下,168200,1
收納處,168200,1
反光點,168200,1
籃球架,168200,1
經銷點,168200,1
會行旅包,168200,1
都會行旅包,168200,1
搭包,168200,1
乾神器,311928,1
強效版,311928,1
攜帶好,311928,1
君植,311928,1
六花麻線,311928,1
帽架,311928,1
日制,311928,1
照射量,311928,1
微流汗,311928,1
宿敵,311928,1
天效能,311928,1
生長紋,311928,1
革請,311928,1
油質,311928,1
滾珠,311928,1
爆量,311928,1
酷夏,311928,1
頂標,311928,1
鞣革,311928,1
代步,311928,1
包裝完,311928,1
疤痕,311928,1
局限,311928,1
波段,311928,1
提供,311928,1
氣墊鞋,478924,1
棉鞋身,478924,1
帥鞋,478924,1
刷拭,478924,1
直曬太陽,478924,1
太空棉,478924,1
著地,478924,1
磨腳,478924,1
絨面,478924,1
注意到,478924,1
完整性,478924,1
噴氣,478924,1
氣囊内,478924,1
重點圈,478924,1
打星號,478924,1
衍伸出來,478924,1
圓杯,478924,1
拉鞋舌,478924,1
腳版型,478924,1
不耐磨,478924,1
匹敵,478924,1
認何,478924,1
循環式,478924,1
烘鞋器,600963,1
腳臭,600963,1
遠山,600963,1
棱角,600963,1
放射形,600963,1
電規,600963,1
帆布鞋,600963,1
烘鞋,600963,1
散熱孔,600963,1
寬電壓,600963,1
濕除味,600963,1
在少數,600963,1
嚇跑,600963,1
難言,600963,1
于烘乾,600963,1
棉柔織物,600963,1
四射,600963,1
齊聚一身,600963,1
燒起來,600963,1
雪地靴,600963,1
難搞,600963,1
暴曬,600963,1
向物,600963,1
去濕,600963,1
旁置,600963,1
首進,600963,1
棉拖,600963,1
雪靴,600963,1
深圳华,600963,1
標准,600963,1
因地制宜,600963,1
用武之地,600963,1
人命,600963,1
奇形怪狀,600963,1
勾破,600963,1
久候,600963,1
嬌貴,600963,1
大步,600963,1
傳熱,600963,1
通感,600963,1
隱患,600963,1
異樣,600963,1
棲身,600963,1
擦除,255808,1
利貼,255808,1
白板筆,255808,1
書寫跡,255808,1
進化紙,255808,1
可擦性,255808,1
套子,255808,1
備忘錄,255808,1
多寡,255808,1
蝴蝶板,255808,1
線寬,255808,1
殘墨,255808,1
書脊,255808,1
當便,255808,1
紙屑,255808,1
消極化,255808,1
高磁能,255808,1
薄板,255808,1
磁體,255808,1
拉紙,255808,1
鉸鏈,255808,1
擦除感,255808,1
摩擦筆,255808,1
魔擦筆,255808,1
乾響元,255808,1
木螺絲,255808,1
南輪,255808,1
退期,255808,1
丘拉桿,255808,1
暴紅,255808,1
聞體,255808,1
花柳菜,255808,1
确魚,255808,1
軸座,255808,1
墨水量,255808,1
梅納,6918090,1
熱風式,6918090,1
試烘,6918090,1
深淺焙,6918090,1
探溫針,6918090,1
翻豆,6918090,1
深培,6918090,1
開関,6918090,1
演算,6918090,1
拉花師,6918090,1
豆心,6918090,1
收集槽,6918090,1
咖啡量,6918090,1
衣索比雅高原,6918090,1
中深焙,6918090,1
爆到,6918090,1
卸豆,6918090,1
刀座架,6918090,1
座架,6918090,1
清新機,6918090,1
大小台,6918090,1
蒸鮮鍋,6918090,1
設備有,6918090,1
學習費,6918090,1
放生豆,6918090,1
苦甜,6918090,1
失重率,6918090,1
豆閥,6918090,1
裝杯,6918090,1
烘豆量,6918090,1
高硼耐,6918090,1
外膽,6918090,1
烘培量,6918090,1
控制法,6918090,1
加按壓,6918090,1
豆門,6918090,1
磁控,6918090,1
火柴盒,143250,1
徽章式,143250,1
長枝,143250,1
備註處,143250,1
標明,143250,1
有價性,143250,1
卡司,143250,1
拉近,143250,1
措施,143250,1
藝文活,143250,1
講唱,143250,1
后亲節,143250,1
燃盡,143250,1
黯淡成,143250,1
冠狀肺炎,143250,1
證件套,12531009,1
肌膜,12531009,1
細織,12531009,1
伸縮釦,12531009,1
磨石灰,12531009,1
防拉,12531009,1
松針,12531009,1
隱私膜,12531009,1
釉彩,12531009,1
馬鞍棕,12531009,1
感應卡夾,12531009,1
調整釦,12531009,1
安全釦,12531009,1
銅釦,12531009,1
門禁,12531009,1
無邊,12531009,1
脫皮,12531009,1
證套,12531009,1
染植,12531009,1
頸繩,12531009,1
宰殺,12531009,1
佛羅倫斯,12531009,1
傷疤,12531009,1
漆料,12531009,1
將軍村,76781,1
四零四,76781,1
發展部,76781,1
黃金圈,76781,1
蔚華,76781,1
詹唯靖,76781,1
圖書,76781,1
交友圈,76781,1
厚食,76781,1
抹煞,76781,1
張如,76781,1
教育業,76781,1
哈達瑜伽,76781,1
拘泥,76781,1
條路,76781,1
陋習,76781,1
楊承澤,76781,1
白做,76781,1
茂木健一郎,76781,1
爲何,76781,1
對認,76781,1
里院,76781,1
野宴區,76781,1
窯灶區,76781,1
張如因,76781,1
不謀而合,76781,1
受挫,76781,1
登出,76781,1
副修,76781,1
當任,76781,1
場館,76781,1
知心,76781,1
顏繪,76781,1
認命,1342517,1
認輸,1342517,1
正光,1342517,1
昌嫂,1342517,1
阿祈,1342517,1
台劇,1342517,1
入戲,1342517,1
機運,1342517,1
進場,1342517,1
製藥,1342517,1
圓片,1342517,1
竹製,1342517,1
艱苦,1342517,1
筊杯,1342517,1
籤筒,1342517,1
勝率,1342517,1
甘苦,1342517,1
陳智帆,1342517,1
鄧傑民,1342517,1
壓紋,1342517,1
阿欽,1342517,1
昌仔,1342517,1
阿全,1342517,1
炒攤,1342517,1
富綱,1342517,1
特典版,1342517,1
暢銷書,1342517,1
熱映,1342517,1
機運卡,1342517,1
機遇卡,1342517,1
賴柏燁,1342517,1
徵求,1342517,1
壞事,1342517,1
原著,1342517,1
翻出,1342517,1
學得,1342517,1
尊嚴,1342517,1
二射,231100,1
總行程,231100,1
腳墊,231100,1
導向,231100,1
左邊,231100,1
合併為,231100,1
瓷釉藍,231100,1
熱鍵,231100,1
自訂義,231100,1
打油,231100,1
拔鍵器,231100,1
增補,231100,1
試軸器,231100,1
密斯特,231100,1
貪食蛇,231100,1
紅綠,231100,1
手榴彈,231100,1
構建,231100,1
顆粒感,231100,1
疲勞感,231100,1
具備有,231100,1
內面,231100,1
緊湊,231100,1
優於,231100,1
渲染,144920,1
燒金蕉,144920,1
黃奕,144920,1
廟公,144920,1
緊中,144920,1
鑼鼓,144920,1
凹嗚,144920,1
救生艇,144920,1
命中,144920,1
靈靈,144920,1
客家,144920,1
金蕉,144920,1
朗朗,144920,1
上口,144920,1
緊打,144920,1
慢唱,144920,1
月琴,144920,1
鼓組,144920,1
音樂感,144920,1
包夾,144920,1
對拍,144920,1
燒金焦,144920,1
強貼,144920,1
圈套,144920,1
紅記記,144920,1
離離,144920,1
炫到,144920,1
世世,144920,1
燒燙燙,144920,1
大恩大德,144920,1
圖姑,144920,1
出圖,144920,1
陳念瑩,144920,1
高雄獎,144920,1
緣小,144920,1
低級,144920,1
壽桃塔,144920,1
窗景,144920,1
圖片集,144920,1
搏君,144920,1
販賣部,144920,1
合花,144920,1
林奕碩,144920,1
林威佐,144920,1
邱莉舒,144920,1
榮登第,144920,1
金旋獎,144920,1
金旋,144920,1
第三十,144920,1
人團獎,144920,1
何曉玫,144920,1
極相,144920,1
打鬼,144920,1
速動,144920,1
相進,144920,1
較象,144920,1
救生,144920,1
主場舞,144920,1
龍圖,144920,1
足段,24728,1
大氣囊,24728,1
中段,24728,1
一忍,24728,1
減震感,24728,1
輻射率,24728,1
承接面,24728,1
當腳,24728,1
肝脏,24728,1
肾脏,24728,1
失眠穴,24728,1
宗臨,24728,1
工业电热产品,24728,1
质量,24728,1
监督,24728,1
附图,24728,1
附照,24728,1
相对,24728,1
編射能请,24728,1
曲线,24728,1
品名称,24728,1
格型号,24728,1
检验,24728,1
境条,24728,1
汗腳,24728,1
高消耗,24728,1
水遇,24728,1
汗后,24728,1
發徽,24728,1
内置,24728,1
精益,24728,1
求精,24728,1
牙形,24728,1
減負,24728,1
醫學界,24728,1
专用,24728,1
鞋整,24728,1
刺穿,24728,1
後跟,24728,1
無紙化,41895,1
脫離,41895,1
線材堆,41895,1
涼風扇,41895,1
廠配,41895,1
防斷,41895,1
電吧,41895,1
侵佔,41895,1
駭取,41895,1
資安,41895,1
好朋,41895,1
越蓬勃,41895,1
總期待,41895,1
哈佛,41895,1
東西方,41895,1
林業,41895,1
護肩,22848,1
護腰,22848,1
束緊,22848,1
肩墊,22848,1
帶護,22848,1
肩套,22848,1
重嗎,22848,1
多用途,22848,1
勒傷,22848,1
磨破,22848,1
勒腹,22848,1
刹車,22848,1
護肩帶,22848,1
顆粒肩,22848,1
套到,22848,1
紅外粉滴膠,22848,1
覆有,22848,1
粉滴膠,22848,1
卸力,22848,1
質款,22848,1
絨料款,22848,1
滑防,22848,1
安全帶卡,22848,1
扣距,22848,1
卡座,22848,1
安装組,22848,1
斜挎包,22848,1
育嬰帶,22848,1
樂器包,22848,1
緩衝區,22848,1
高爾夫球包,22848,1
負重感,22848,1
體驗好,22848,1
愿創,22848,1
達破,22848,1
上皮,22848,1
分校,87550,1
黃歆,87550,1
演戲,87550,1
雁群,87550,1
花絮,87550,1
喜劇,87550,1
處女作,87550,1
播出,87550,1
野雁,87550,1
電機系,87550,1
井上穗,87550,1
製片人,87550,1
部長片,87550,1
蔡岳霖,87550,1
試鏡,87550,1
滿懷,87550,1
諸多,87550,1
熱誠,87550,1
投身,87550,1
黑平鍋,8466334,1
養鍋,8466334,1
鑄鐵,8466334,1
鍋面,8466334,1
美廚,8466334,1
鍋壁,8466334,1
富蘭,8466334,1
耐鏽,8466334,1
中央八街,8466334,1
鐵鍋,8466334,1
洗鑄,8466334,1
烤炸,8466334,1
煮完,8466334,1
次次,8466334,1
端上,8466334,1
厚生省,8466334,1
產生物,8466334,1
理質,8466334,1
礦鑄鐵,8466334,1
耐鏽度,8466334,1
棕刷,8466334,1
烤乾,8466334,1
露營用,8466334,1
燜燒,8466334,1
鍋體,8466334,1
開箱試做,8466334,1
數以萬計,8466334,1
芯片,64610,1
訂單號,64610,1
飛織,64610,1
雙密度,64610,1
薄襪,64610,1
腳版,64610,1
內嵌式,64610,1
外底,64610,1
減震性,64610,1
內嵌,64610,1
里程,64610,1
貨品,64610,1
步行鞋,64610,1
喊話,64610,1
鞋後,64610,1
計步數,64610,1
鞋芯片,64610,1
中間處,64610,1
灰點,64610,1
寄倉,64610,1
大嘴鳥,64610,1
數據板,64610,1
通知列,64610,1
足病,64610,1
全鞋款,64610,1
尺版,64610,1
厚襪,64610,1
郵件,64610,1
分散到,64610,1
緩衝性,64610,1
探測,64610,1
大衆,64610,1
到貨,64610,1
小智谷,206571,1
香氛器,206571,1
上升級,206571,1
金峰獎,206571,1
防丢,206571,1
餐具盒,206571,1
獨享價,206571,1
公會,206571,1
提高人,206571,1
充飽到,206571,1
軟體線,206571,1
拍燈,206571,1
小智行充上,206571,1
雨揚,17500,1
小禮,17500,1
用眼,17500,1
先天性,17500,1
噴霧劑,17500,1
學習力,17500,1
弱視,17500,1
低收入戶,17500,1
斜視,17500,1
視網,17500,1
治療期,17500,1
早產兒,17500,1
小學生,17500,1
生意,17500,1
中低,17500,1
提昇,17500,1
影響到,17500,1
往後,17500,1
總篩查,17500,1
萬幼,17500,1
兒園,17500,1
初中生,17500,1
存視力,17500,1
活泉露,44610,1
水乳霜,44610,1
泛紅,44610,1
刮臉,44610,1
謝老,44610,1
傳明酸,44610,1
紅腫,44610,1
保濕力,44610,1
常駐,44610,1
金縷梅,44610,1
浮粉,44610,1
凍齡,44610,1
露珠,44610,1
掉屑,44610,1
親柔,44610,1
一拍二,44610,1
擦三,44610,1
緊緻度,44610,1
皺度,44610,1
白晰度,44610,1
芮肯,44610,1
洋甘蘭,44610,1
舒續,44610,1
長效,44610,1
乾燥脱屑,44610,1
油冒痘,44610,1
灼熱,44610,1
爆痘,44610,1
雙軸,1410930,1
承手,1410930,1
豆機,1410930,1
沖煮出來,1410930,1
承磨豆機,1410930,1
承磨,1410930,1
外調式,1410930,1
主請,1410930,1
摩卡壺,1410930,1
啡粉,1410930,1
便好,1410930,1
跳豆,1410930,1
粗細度,1410930,1
寄件人,1410930,1
握持感,1410930,1
垂放,1410930,1
妥當,1410930,1
磨到,1410930,1
雅俗共賞,1410930,1
虹吸式,1410930,1
豐富度,1410930,1
不斐,1410930,1
精製,1410930,1
確信,1410930,1
出自,1410930,1
霍格華茲,2820580,1
迷你版,2820580,1
斜角巷,2820580,1
月台,2820580,1
銅版紙,2820580,1
發泡板,2820580,1
禮包,2820580,1
入學組,2820580,1
魔杖店,2820580,1
魔杖,2820580,1
魁地奇,2820580,1
片數,2820580,1
古靈閣,2820580,1
巫師,2820580,1
華納,2820580,1
石牆,2820580,1
霍格華茲特,2820580,1
海格,2820580,1
掃帚,2820580,1
大禮堂,2820580,1
天文塔,2820580,1
雷斯壯,2820580,1
衛氏,2820580,1
光輪,2820580,1
商店組,2820580,1
田田,2820580,1
法寶,2820580,1
哈利波特粉,2820580,1
色稿,2820580,1
催狂魔,2820580,1
峭壁,2820580,1
衛斯理家,2820580,1
飛天車,2820580,1
哈利,2820580,1
破釜,2820580,1
使樂,2820580,1
年齡段,2820580,1
小城堡,2820580,1
一巷,2820580,1
嵌合,2820580,1
本本本本本,2820580,1
狡詐,2820580,1
瘋癲,2820580,1
梁柱,2820580,1
奧利凡德,2820580,1
奥利凡德,2820580,1
善慧,2820580,1
黃资菁,2820580,1
愛情藥,2820580,1
衛斯理,2820580,1
胞胎,2820580,1
法寶店,2820580,1
火閃電,2820580,1
本水,2820580,1
利凡德,2820580,1
黃菁黄,2820580,1
大禮包,2820580,1
羅琳,2820580,1
尖塔,2820580,1
藍光亮白,4282778,1
琺瑯質,4282778,1
牙周,4282778,1
藍光亮,4282778,1
入刷頭,4282778,1
旅行盒,4282778,1
牙齦線,4282778,1
增亮,4282778,1
牙醫師,4282778,1
冷光燈,4282778,1
辦公事,4282778,1
發射出,4282778,1
分子鏈,4282778,1
傷齦,4282778,1
屈臣氏,4282778,1
佔行李箱,4282778,1
優享化,4282778,1
牙清,4282778,1
藍光電,4282778,1
去漬力,4282778,1
發零,4282778,1
攜充,4282778,1
看舌,4282778,1
鄭俊國,4282778,1
觸控棒,162130,1
鋼線,162130,1
消磁,162130,1
防菌棒,162130,1
文青米,162130,1
房卡,162130,1
易拉,162130,1
棒棒,162130,1
縝密,162130,1
卡別,162130,1
蔡宜庭,162130,1
雙感,162130,1
掃瞄機,162130,1
竊囉,162130,1
瞿光鴻,162130,1
點點卡,162130,1
文斌多卡,162130,1
碰手,162130,1
黃銅棒,162130,1
科普貼士,162130,1
棒能,162130,1
金鐘罩,162130,1
和鑫,162130,1
萬畫素,24870280,1
畸變,24870280,1
堆疊式,24870280,1
高感光,24870280,1
弱光,24870280,1
捕獲,24870280,1
漸變,24870280,1
支援到,24870280,1
屏幕,24870280,1
相機界,24870280,1
背照式,24870280,1
噪點,24870280,1
運算力,24870280,1
雙核處理器,24870280,1
對縮,24870280,1
高清慢,24870280,1
高清滑順,24870280,1
越野賽,24870280,1
超自然,24870280,1
下載到,24870280,1
轉存出來,24870280,1
防手震,24870280,1
輸出線,24870280,1
折電池,24870280,1
鏡頭組,24870280,1
魚眼,24870280,1
濾光,24870280,1
減光,24870280,1
變藍,24870280,1
非訊,24870280,1
雜點,24870280,1
超清,24870280,1
特快車,268310,1
鐵道王,268310,1
鐵軌,268310,1
摩埃,268310,1
怪盜,268310,1
染策,268310,1
圖版,268310,1
魔王,268310,1
點數,268310,1
原本版,268310,1
簡體版,268310,1
繁體版,268310,1
沒道理,268310,1
台幣價,268310,1
連往,268310,1
委製,268310,1
美術稿,268310,1
提交給,268310,1
延滯,268310,1
獎勵會,268310,1
記分,268310,1
道釘,268310,1
役几,268310,1
靈揮,268310,1
關罐,268310,1
鐵道帝国,268310,1
闇河塔,268310,1
圖河塔,268310,1
粉演,268310,1
邪教徒,268310,1
控座,268310,1
古那,268310,1
歡拜,268310,1
潛几,268310,1
下遺喊,268310,1
珍實,268310,1
兼贏,268310,1
怪盗,268310,1
盗賊,268310,1
重魂还,268310,1
號角,268310,1
吹響,268310,1
試普,268310,1
勇着,268310,1
島鴉,268310,1
本體盒,268310,1
糾結感,268310,1
簡潔性,268310,1
策背,268310,1
規则,268310,1
割喉感,268310,1
染定,268310,1
判染,268310,1
讚當,268310,1
遊菜島,268310,1
鳳凰園,4900,1
巴勒斯坦人,4900,1
以色列人,4900,1
清貧,4900,1
陸配,4900,1
市長獎,4900,1
求學路,4900,1
出版費,4900,1
加薩,4900,1
炸彈客,4900,1
誤入,4900,1
巨變,4900,1
腐壞,4900,1
巴勒斯坦,4900,1
人種,4900,1
盤子,4900,1
勇闖,4900,1
人際,4900,1
父喪,4900,1
無定所,4900,1
撿過,4900,1
林欣茹,4900,1
啦啦隊,4900,1
網球隊,4900,1
儀隊,4900,1
怪象,4900,1
小爺爺,4900,1
都領,4900,1
遙想起,4900,1
積木杯,997632,1
疊疊杯,997632,1
瓶塞,997632,1
下杯,997632,1
疊疊層,997632,1
透氧率,997632,1
藍疊,997632,1
耐熱性,997632,1
木杯,997632,1
塞好,997632,1
口喝,997632,1
粉疊,997632,1
天作,997632,1
麥片,997632,1
疊疊,997632,1
固體,997632,1
化學性,997632,1
聰明術,997632,1
穀片,997632,1
分裝好,997632,1
形積,997632,1
自由性,997632,1
分層疊疊,997632,1
涼飲,997632,1
榖片,997632,1
現泡,997632,1
飯食,997632,1
狂飲,997632,1
蓋旋蓋,997632,1
固定住吸管口,997632,1
防撞度,997632,1
防撞性,997632,1
平滑性,997632,1
抗除,997632,1
污跡,997632,1
沖熱茶,997632,1
小夥球,3628632,1
隔熱紙,3628632,1
超車,3628632,1
精裝版,3628632,1
熱紙,3628632,1
發電,3628632,1
休旅車,3628632,1
矩陣,3628632,1
貨損,3628632,1
單據,3628632,1
路怒症,3628632,1
後檔,3628632,1
背車,3628632,1
塗改標,3628632,1
關遠光燈,3628632,1
貼隔,3628632,1
外觀人,3628632,1
偽造,3628632,1
抗拒力,3628632,1
行人,3628632,1
房車,3628632,1
序列號,3628632,1
雷擊,3628632,1
通行,3628632,1
撕毀,3628632,1
德蘭,22600,1
好生,22600,1
國三,22600,1
併發症,22600,1
募護,22600,1
眼衛教,22600,1
雙目,22600,1
志工費,22600,1
改戴,22600,1
致理,22600,1
貿易系,22600,1
退還給,22600,1
小氣魚,22600,1
國卡,22600,1
動牌,22600,1
牙然魚,22600,1
目陸祥,22600,1
風箏,22600,1
緣地,22600,1
竹保,22600,1
大班,22600,1
延綿,22600,1
角膜,22600,1
睦祥,22600,1
懷德,22600,1
近視率,22600,1
兩成,22600,1
缺損,22600,1
寓教於,22600,1
拍影片,22600,1
都市化,22600,1
一舉兩得,22600,1
分送給,22600,1
辣椒醬,1105380,1
拌醬,1105380,1
雙味,1105380,1
辣椒,1105380,1
黃梅,1105380,1
辣度,1105380,1
食品廠,1105380,1
開瓶,1105380,1
安心食,1105380,1
金鑽,1105380,1
腐乳醬,1105380,1
吃法,1105380,1
重鹹,1105380,1
辣感,1105380,1
清淡派,1105380,1
豆豉,1105380,1
梅香,1105380,1
支球,1105380,1
良善,1105380,1
蒂頭,1105380,1
焦桐,1105380,1
鹹甜,1105380,1
耗味,1105380,1
梅果,1105380,1
拌飯,1105380,1
微辣,1105380,1
偏光鏡片,307600,1
鼻托,307600,1
塑膠鈦,307600,1
超韌性,307600,1
測試片,307600,1
網球,307600,1
暈眩,307600,1
高爾夫球,307600,1
泛黑,307600,1
偏振,307600,1
引致,307600,1
偏光片,307600,1
液晶鏡片,307600,1
小耳朵狀,307600,1
判斷球,307600,1
記憶性,307600,1
鼻型,307600,1
感光器,307600,1
癫光,307600,1
眼鐵,307600,1
頭骨,307600,1
褪回,307600,1
黃昏,123000,1
場景牌,123000,1
桌遊版,123000,1
賭命,123000,1
玩坊,123000,1
卡組,123000,1
阻止,123000,1
諾倫,123000,1
奎托斯,123000,1
密米爾,123000,1
辛德里,123000,1
弗蕾亞,123000,1
宏大,123000,1
任務牌,123000,1
升級牌,123000,1
赫爾海姆,123000,1
國度,123000,1
出現,123000,1
弈乎,123000,1
懷揣,123000,1
胸襟,123000,1
烏爾德,123000,1
阿特柔斯,123000,1
布羅克,123000,1
角色板,123000,1
景卡,123000,1
戰門,123000,1
景牌,123000,1
立板,123000,1
布洛克,123000,1
辛德,123000,1
怒氣,123000,1
洗勻,123000,1
符文,123000,1
希格露恩,123000,1
方授,123000,1
奧法,123000,1
點血量,123000,1
武神,123000,1
